CompanyName,symbol,CIK,SIC,Email,NAICS,Sector,Address,Website,Industry,Telephone,Facsimile,Fiscal Year End,Business Description,Market
Barksdale Capital Corp.,BRO,,"
",rosswilmot@shaw.ca,All Other Miscellaneous Fabricated Metal Product Manufacturing(332999),Basic Materials,"815 West Hastings Street, 	Suite 610, 	Vancouver, BC, CAN, V6C 1B4	",http://www.barksdalecapital.com,Metals & Mining,+1 778 588-7139,+1 604 687-3567,"
	03/2018",Barksdale Capital Corp is an exploration stage natural resource company. It is principally engaged in the business activities of the acquisition and exploration of mineral properties. The organization is based in Canada.,TSXV
Brockton Ventures Inc.,BROC.P,,"
7299 ",,Miscellaneous Financial Investment Activities(523999),Financial Services,"7934 Government Road, 		Burnaby, BC, CAN, V5A 2E2	",,Asset Management,,,"
	12/2018",Brockton Ventures Inc is a capital pool company. The principal business of the corporation is the identification and evaluation of assets or businesses with a view to completing a Qualifying Transaction.,TSXV
Brunswick Resources Inc.,BRU,,"
",z-gold@tlb.sympatico.ca,All Other Metal Ore Mining(212299),Basic Materials,"15 Gamble East Street, 	Suite 204, 	Rouyn-Noranda, QC, CAN, J9X 3B6	",http://www.brunswickresources.com,Metals & Mining,+1 819 797-4630,+1 819 797-1870,"
	12/2018",Brunswick Resources Inc is a Canada-based company. It is involved in industrial metals and minerals business sector. The company operates in one business segment that is Acquisition and Exploration of Mining Properties. The company is exploring for gold and base metals in the Abitibi Greenstone Belt of Ontario and Quebec.,TSXV
Bearing Lithium Corp.,BRZ,,"
",jpoirier@bearinglithium.com,All Other Nonmetallic Mineral Mining(212399),Basic Materials,"503 - 905 West Pender Street, 		Vancouver, BC, CAN, V6C 1L6	",http://www.bearinglithium.com/,Metals & Mining,+1 604 262-8835,,"
	10/2018","Bearing Lithium Corp operates as an exploration and development company in North America. The company is focused on identifying, advancing, and de-risking lithium projects. Its projects include Maricunga Lithium, Fish Lake Valley, and The HY/Jay project. The company holds 100% interests in the HY Jay, VM, VBA, and Big properties in gold district of the Yukon near Golden Predator.",TSXV
Bayshore Petroleum Corp.,BSH,,"
",corporate@bayshorepetroleum.com,Support Activities for Oil and Gas Operations(213112),Energy,"600 Crowfoot Crescent NW, 	Suite 340, 	Calgary, AB, CAN, T3G 0B4	",https://www.bayshorepetroleum.com,Oil & Gas - E&P,+1 403 265-8820,+1 403 290-6565,"
	12/2018",Bayshore Petroleum Corp is an oil and gas technology company. The company is engaged in the exploration and development of petroleum and natural gas properties. It also develops related energy technology applications primarily bitumen and heavy oil upgrading to light oil.,TSXV
Blue Sky Energy Inc,BSI,,"
",nsaid@forbesmanhattan.com,Crude Petroleum Extraction(211120),Energy,"65 Queen Street West, 8th floor, 	Suite 805, 	Toronto, ON, CAN, M5H 2M5	",,Oil & Gas - E&P,+1 416 309-2963,+1 647 438-2701,"
	07/2018","Blue Sky Energy Inc is an oil and gas exploration company focused on pursuing the exploration, evaluation, and development of resource assets. The company is exploring opportunities in the domestic and international oil and gas sector with a focus on competitive and stable energy jurisdictions.",TSXV
Blue Sky Uranium Corp.,BSK,1463978,"
",info@blueskyuranium.com,Uranium-Radium-Vanadium Ore Mining(212291),Basic Materials,"837 West Hastings Street, 	Suite 312, 	Vancouver, BC, CAN, V6C 3N6	",http://www.blueskyuranium.com,Metals & Mining,+1 604 687-1828,+1 604 687-1858,"
	12/2018","Blue Sky Uranium Corp is a junior mineral exploration company based in Canada. The company focuses on uranium exploration projects in southern Argentina. It owns an interest in various exploration properties including Amarillo Grande project located in Rio Negro Province, Sierra Colonia Project, Tierras Coloradas Project, and Cerro Parva Project located in Chubut Province.",TSXV
Bluestone Resources Inc.,BSR,1470385,"
",,All Other Metal Ore Mining(212299),Basic Materials,"800 West Pender Street, 	Suite 1020, 	Vancouver, BC, CAN, V6C 2V6	",http://www.bluestoneresources.ca,Metals & Mining,+1 604 331-5092,+1 604 646-4526,"
	12/2018",Bluestone Resources Inc is an exploration stage company. It is engaged in the process of exploring its mineral resource properties. The company owns an interest in Cerro Blanco Gold Project and Mita Geothermal Project.,TSXV
Bessor Minerals Inc.,BST,1440986,"
",kdownes@troymet.com,All Other Metal Ore Mining(212299),Basic Materials,"Country Club PO, 	PO Box 37033, 	Nanaimo, BC, CAN, V9T 6N4	",http://www.troymet.com,Metals & Mining,+1 250 729-0453,+1 250 729-0463,"
	10/2018","Bessor Minerals Inc, formerly Troymet Exploration Corp is involved in gold and base metal exploration. Its corporate strategy is to acquire interests in projects that have the potential to host high-grade gold, and base metal deposits.The company's projects include Redhill and Golden Eagle.",TSXV
Bioasis Technologies Inc.,BTI,,"
3741 ",info@bioasis.us,Pharmaceutical Preparation Manufacturing(325412),Healthcare,"14 Water Street, 		Guilford, CT, USA, 06437	",http://www.bioasis.us,Biotechnology,+1 917 763-2709,,"
	02/2018",Bioasis Technologies Inc is a development stage biopharmaceutical company. It is engaged in the research and development of products for the diagnosis and treatment of neurological disease and disorders. The company earns maximum revenue from the research it provides. Geographically the company operates only in the Canada region. The company has worked on blood-brain barrier program and studies disorders in the brain.,TSXV
BonTerra Resources Inc.,BTR,1544770,"
",,All Other Metal Ore Mining(212299),Basic Materials,"200 Burrard Street, 	Suite 1680, 	Vancouver, BC, CAN, V6C 3L6	",http://www.bonterraresources.com,Metals & Mining,+1 604 678-5308,+1 604 357-1704,"
	05/2018","BonTerra Resources Inc is a gold exploration company focused on adding ounces to the world-class Abitibi Gold Belt in Quebec and Ontario, located in the most active exploration region in Canada with year round access. The projects operated by the company includes Urban-Barry Mill, Gladiator Deposit, Barry Deposit and Moroy Deposit.",TSXV
Betteru Education Corp.,BTRU,,"
8599 ",ir@betteru.ca,Educational Support Services(611710),Consumer Defensive,"1145 Hunt Club Road, 	Suite 110, 	Ottawa, ON, CAN, K1V 0Y3	",http://www.betteru.ca,Education,+1 613 695-4100,,"
	03/2018","betterU Education Corp is a Canada-based company which is engaged in providing a technology gateway and marketplace for online education. It aggregates online learning from universities, colleges and corporations from around the world and makes that content available to students through its marketplace. The company provides marketing support and development for the partnering institution and markets online program through its marketplace. It operates in one segment, offering on-line education from which all of the revenue is generated.",TSXV
Battery Road Capital Corp.,BTRY.P,,"
7299 ",,Miscellaneous Financial Investment Activities(523999),Financial Services,"1959 Upper Water Street, 	Suite 900, Purdy's Wharf Tower One, 	Halifax, NS, CAN, B3J 3N2	",,Asset Management,,,"
	/",Battery Road Capital Corp is a capital pool company.,TSXV
Bitterroot Resources Ltd.,BTT,1028357,"
",infoman@bitterrootresources.com,All Other Metal Ore Mining(212299),Basic Materials,"1571 Bellevue Avenue, 	Suite 206-B, 	Vancouver, BC, CAN, V7V 1A6	",http://www.bitterrootresources.com,Metals & Mining,+1 604 922-1351,+1 604 922-8049,"
	10/2018","Bitterroot Resources Ltd is a Canada-based company. It is involved in acquisition, exploration and, development of exploration and evaluation assets including industrial metals and minerals. Geographically it operates in Canada and the United States of America. Its portfolio of projects consists of North Brenda Gold project, PCM Gold-Silver project, Hackberry Silver project, and others.",TSXV
BTU Metals Corp.,BTU,,"
",info@btumetals.com,Gold Ore Mining(212221),Basic Materials,"789 West Pender Street, 	Suite 1240, 	Vancouver, BC, CAN, V6C 1H2	",http://www.btumetals.com,Metals & Mining,+1 604 683-3995,+1 604 683-3988,"
	04/2018","BTU Metals Corp operates as a junior exploration company in Canada and the Republic of Ireland. It holds an interest in the Shakespeare Property located in the Baldwin and Shakespeare Townships, Sudbury Mining Division, Ontario; and the Galway Gold project located in Galway County, the Republic of Ireland. The company also holds interests in the Dixie property located in the Red Lake District of Ontario; and the Burnthut property located in Northwestern Ontario.",TSXV
Bluerush Inc.,BTV,,"
7749 ",larry@bluerush.ca,Other Services Related to Advertising(541890),Consumer Cyclical,"75 Sherbourne Street, 	Suite 112, 	Toronto, ON, CAN, M5A 3X9	",http://www.bluerush.com,Advertising & Marketing Services,+1 416 203-0618,+1 416 848-0021,"
	07/2018","BlueRush Inc offers Software as a Service (""SaaS"") based content engagement platforms that enable organizations to achieve greater engagement and conversion metrics with existing customers and new prospects. BlueRush has a particular focus on the financial services industry in areas such as mortgage, loan and credit card origination, as well as supporting pension fund and insurance use cases. BlueRush develops and markets IndiVideo, a disruptive interactive personalized video platform that drives return on investment through customer interactions, from increased conversions to more engaging statements and customer care. IndiVideo enables BlueRush clients to capture knowledge and data from their customers' video interaction, creating new and compelling data driven customer insights.",TSXV
Satori Resources Inc.,BUD,,"
",info@steugenemining.ca,Gold Ore Mining(212221),Basic Materials,"401 Bay Street, 	Suite 2702, P.O.Box 86, 	Toronto, ON, CAN, M5H 2Y4	",http://www.satoriresources.ca,Metals & Mining,+1 416 303-3344,,"
	12/2018","Satori Resources Inc is a mining exploration company operating in Canada. It is mainly engaged in the exploration, evaluation, and development of mineral properties. The company holds an interest in the Tartan Lake Gold Mine Project which targets the exploration of gold. The Tartan Lake Gold Mine Project is located in Flin Flon, Manitoba within the prolific Flin Flon Greenstone Belt.",TSXV
Buffalo Coal Corp.,BUF,1497677,"
",,Anthracite Mining(212113),Basic Materials,"Brookfield Place, 181 Bay Street, 	Suite 2100, 	Toronto, ON, ZAF, M5J 2T3	",,Coal,+27 116563206,,"
	12/2016",Buffalo Coal Corp.,TSXV
Grande West Transportation Group Inc.,BUS,,"
3241 ",jlagourgue@grandewest.com,Heavy Duty Truck Manufacturing(336120),Consumer Cyclical,"3168 262nd Street, 		Aldergrove, BC, CAN, V4W 2Z6	",http://www.grandewest.com,Autos,+1 604 607-4000,+1 604 607-4004,"
	12/2018","Grande West Transportation Group Inc is a Canadian bus manufacturer. The company is engaged in designing, engineering and manufacturing mid-size buses for transit authorities and commercial enterprises. The company along with its dealers also supplies full aftermarket support for Vicinity buses operating in North America. It delivers across Canada and the continental U.S. through its strategically located distribution centers. The company generates a majority of its revenue from the bus sales.",TSXV
Buzz Capital Inc.,BUZ.P,,"
7299 ",,Miscellaneous Financial Investment Activities(523999),Financial Services,"950 Gladstone Avenue, 	Suite 200, 	Ottawa, ON, CAN, K1Y 3E6.	",,Asset Management,+1 613 239-0531,,"
	12/2018",Buzz Capital Inc is a capital pool company.,TSXV
High Mountain Capital Corporation,BUZD.P,,"
7299 ",,"Trust, Fiduciary, and Custody Activities(523991)",Financial Services,"333-7th Avenue SW, 	Suite 1600, 	Calgary, AB, CAN, T2P 2Z1	",,Asset Management,,,"
	12/2018",High Mountain Capital Corp is a capital pool company.,TSXV
Buzz Capital 2 Inc.,BUZH.P,,"
7299 ",,Miscellaneous Financial Investment Activities(523999),Financial Services,"950 Gladstone Avenue, 	Suite 200, 	Ottawa, ON, CAN, K1Y 3E6	",,Asset Management,+1 613 239-0531,,"
	12/2018",Buzz Capital 2 Inc is a capital pool company.,TSXV
Bravada Gold Corporation,BVA,1500620,"
",info@mnxltd.com,Gold Ore Mining(212221),Basic Materials,"1199 West Hastings Street, 	Suite 1100, 	Vancouver, BC, CAN, V6E 3T5	",http://www.bravadagold.com,Metals & Mining,+1 604 684-9384,+1 604 688-4670,"
	07/2018","Bravada Gold Corp is an exploration-stage company. The firm engages in the acquisition and exploration of natural mineral resource properties. Its primary focus has been the exploration of precious metals in Nevada. Its portfolio of properties covers from early-stage exploration to advanced-stage exploration and pre-development. It currently focuses its exploration activities on Wind Mountain, Quito, Baxter, Drayton East Manhattan and Granite Mountain properties.",TSXV
